conversation_id,created_at,favorite_count,full_text,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,id,media/0/media_url,media/0/type,media/1/media_url,media/1/type,media/2/media_url,media/2/type,media/3/media_url,media/3/type,reply_count,retweet_count,url,urls/0/display_url,urls/0/expanded_url,urls/0/url,user/advertiser_account_type,user/blocked_by,user/blocking,user/business_profile_state,user/can_dm,user/contributors_enabled,user/created_at,user/default_profile_image,user/description,user/ext_has_nft_avatar,user/ext_is_blue_verified,user/ext_verified_type,user/fast_followers_count,user/favourites_count,user/follow_request_sent,user/followed_by,user/followers_count,user/following,user/friends_count,user/geo_enabled,user/has_custom_timelines,user/id,user/id_str,user/is_translation_enabled,user/is_translator,user/lang,user/listed_count,user/location,user/media_count,user/muting,user/name,user/normal_followers_count,user/notifications,user/profile_background_color,user/profile_background_image_url,user/profile_background_image_url_https,user/profile_background_tile,user/profile_banner_extensions_sensitive_media_warning,user/profile_banner_url,user/profile_image_extensions_sensitive_media_warning,user/profile_image_url,user/profile_image_url_https,user/profile_sidebar_border_color,user/profile_sidebar_fill_color,user/profile_text_color,user/profile_use_background_image,user/protected,user/require_some_consent,user/screen_name,user/statuses_count,user/time_zone,user/translator_type,user/url,user/utc_offset,user/verified,user/want_retweets,user_mentions/0/id_str,user_mentions/0/name,user_mentions/0/screen_name,user_mentions/1/id_str,user_mentions/1/name,user_mentions/1/screen_name,user_mentions/2/id_str,user_mentions/2/name,user_mentions/2/screen_name,user_mentions/3/id_str,user_mentions/3/name,user_mentions/3/screen_name,user_mentions/4/id_str,user_mentions/4/name,user_mentions/4/screen_name,user_mentions/5/id_str,user_mentions/5/name,user_mentions/5/screen_name,user_mentions/6/id_str,user_mentions/6/name,user_mentions/6/screen_name,user_mentions/7/id_str,user_mentions/7/name,user_mentions/7/screen_name,user_mentions/8/id_str,user_mentions/8/name,user_mentions/8/screen_name,user_mentions/9/id_str,user_mentions/9/name,user_mentions/9/screen_name,user_mentions/10/id_str,user_mentions/10/name,user_mentions/10/screen_name,user_mentions/11/id_str,user_mentions/11/name,user_mentions/11/screen_name,user_mentions/12/id_str,user_mentions/12/name,user_mentions/12/screen_name,user_mentions/13/id_str,user_mentions/13/name,user_mentions/13/screen_name,user_mentions/14/id_str,user_mentions/14/name,user_mentions/14/screen_name,user_mentions/15/id_str,user_mentions/15/name,user_mentions/15/screen_name,user_mentions/16/id_str,user_mentions/16/name,user_mentions/16/screen_name,user_mentions/17/id_str,user_mentions/17/name,user_mentions/17/screen_name,user_mentions/18/id_str,user_mentions/18/name,user_mentions/18/screen_name,user_mentions/19/id_str,user_mentions/19/name,user_mentions/19/screen_name,user_mentions/20/id_str,user_mentions/20/name,user_mentions/20/screen_name,user_mentions/21/id_str,user_mentions/21/name,user_mentions/21/screen_name,user_mentions/22/id_str,user_mentions/22/name,user_mentions/22/screen_name,user_mentions/23/id_str,user_mentions/23/name,user_mentions/23/screen_name,user_mentions/24/id_str,user_mentions/24/name,user_mentions/24/screen_name,user_mentions/25/id_str,user_mentions/25/name,user_mentions/25/screen_name
1.59389E+18,2022-11-19T08:39:08.000Z,18,Scaling up must not mean a loss of quality. @agriculture_ie needs to listen to Brendan/Sharon &amp; act. DAFM leadership on results-based schemes is renowned acrs Europe but needs to take a leap now to put in place what's needed to support farmers to farm for biodiversity.,,,,,,,,,,,,,,,,,,,,1.59389E+18,,,,,,,,,0,5,https://twitter.com/NatureNymph/status/1593886581039202304,,,,promotable_user,,,none,,FALSE,2009-12-14T16:42:45.000Z,FALSE,Country woman from Limerick. Nature lover who wants to leave the planet better than she found it. Head of Advocacy at BirdWatch Ireland.,FALSE,FALSE,,0,49282,,,4099,,3299,TRUE,TRUE,96794219,96794219,FALSE,FALSE,,53,Bray,444,,Oonagh Duggan,4099,,4AC2AE,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,FALSE,,https://pbs.twimg.com/profile_banners/96794219/1559920972,,http://pbs.twimg.com/profile_images/1499336891094679552/eKHk6xWh_normal.jpg,https://pbs.twimg.com/profile_images/1499336891094679552/eKHk6xWh_normal.jpg,FFFFFF,DDEEF6,333333,TRUE,FALSE,FALSE,NatureNymph,26384,,none,https://t.co/RqwGDxbK1U,,FALSE,,2589328316,"Dept of Agriculture, Food and the Marine",agriculture_ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59366E+18,2022-11-18T17:45:40.000Z,36,@boucherhayes meets Dr Sharon Parr and Dr Brendan Dunford of @BurrenLife - who have resigned their roles - to find out why they believe ACRES won't properly serve the farmers of the Burren.... Saturday 8.10 am @RTERadio1 https://t.co/5ce7Cs0rwN,,,,,,,,,,,,,,,,,,,,1.59366E+18,https://pbs.twimg.com/media/Fh3Rwq_WAAAe1P5.jpg,photo,,,,,,,0,4,https://twitter.com/RTECountryWide/status/1593661733981327360,,,,promotable_user,,,none,,FALSE,2010-03-11T16:51:03.000Z,FALSE,2022 IMRO Radio Awards Gold Winner. RTE Radio 1 programme presented by Philip Boucher-Hayes. Saturday morning 8.10am. Email: countrywide@rte.ie,FALSE,FALSE,,0,2633,,,15837,,686,FALSE,TRUE,122114244,122114244,FALSE,FALSE,,139,"Dublin, Ireland",2860,,CountryWide,15837,,0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,https://pbs.twimg.com/profile_banners/122114244/1547508089,,http://pbs.twimg.com/profile_images/1590033662359248896/luMc7RQt_normal.jpg,https://pbs.twimg.com/profile_images/1590033662359248896/luMc7RQt_normal.jpg,0,0,0,FALSE,FALSE,FALSE,RTECountryWide,19418,,none,https://t.co/O6Q8nQwmne,,FALSE,,158512580,Philip Boucher-Hayes,boucherhayes,57336315,RTÉ Radio 1,RTERadio1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57505E+18,2022-09-28T08:50:52.000Z,10,"Research has found links between #COVID19 and #environmental factors, including:

🚜 #Agriculture
☀️ #ClimateChange and increased #disease risk
🌬️ Air quality
🐻 #Wildlife trade and infectious disease risk

@EU_ENV @EU_Health @SciCommsUWE @ICLEI_Europe @EUClimateAction
⬇",COVID19,environmental,Agriculture,ClimateChange,disease,Wildlife,,,,,,,,,,,,,,1.57505E+18,,,,,,,,,1,11,https://twitter.com/SfEP/status/1575045364322893825,,,,promotable_user,,,none,,FALSE,2009-05-11T13:45:10.000Z,FALSE,"A free service providing quality environmental research for evidence-based policy. 
🔎👩‍🔬🌱 Views here do not necessarily represent the European Commission.",FALSE,FALSE,,0,1311,,,5054,,2028,FALSE,TRUE,39253242,39253242,FALSE,FALSE,,167,,1096,,Science for Environment Policy,5054,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,FALSE,,https://pbs.twimg.com/profile_banners/39253242/1627573400,,http://pbs.twimg.com/profile_images/768393726922256384/eIU8ac-i_normal.jpg,https://pbs.twimg.com/profile_images/768393726922256384/eIU8ac-i_normal.jpg,EEEEEE,FFFFFF,333333,TRUE,FALSE,FALSE,SfEP,3802,,none,https://t.co/DfKrDf78FE,,TRUE,,366037745,EU Environment,EU_ENV,606325697,EU Health - #HealthUnion,EU_Health,127503670,"Science Communication Unit, UWE Bristol",SciCommsUWE,356185142,ICLEI Europe,ICLEI_Europe,856148305,EU Climate Action,EUClimateAction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56292E+18,2022-08-25T21:37:25.000Z,13,"If you value your health in Australia do not move to the country. Agriculture is chemicals, over 70 of which are used in Australia but have been banned in the UK and Europe for years. No monitoring, open slather using sprays, air quality worse then  town or large city.",,,,,,,,,,,,,,,,,,,,1.56292E+18,,,,,,,,,1,5,https://twitter.com/pangolincovid/status/1562917087252598786,,,,promotable_user,,,none,,FALSE,2022-02-07T23:15:21.000Z,FALSE,,FALSE,FALSE,,0,4422,,,1723,,2236,FALSE,TRUE,1.49083E+18,1.49083E+18,FALSE,FALSE,,0,,1479,,Its Time,1723,,F5F8FA,,,FALSE,,,,http://pbs.twimg.com/profile_images/1606832303833243648/3wq4ovC3_normal.jpg,https://pbs.twimg.com/profile_images/1606832303833243648/3wq4ovC3_normal.jpg,C0DEED,DDEEF6,333333,TRUE,FALSE,FALSE,pangolincovid,43911,,none,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5419E+18,2022-06-28T21:52:06.000Z,17,"Fascinating day on the farm of @maynoothfarmer with our @ecaf_ca friends across Europe and UK. Excellent briefings on CA benefits farm biodiversity, climate resilience, soil &amp; plant health, and water quality @agriculture_ie @Dept_ECC @EUAgri Even @soildivil1 looked interested 🤔 https://t.co/iMDXhKSIrf",,,,,,,,,,,,,,,,,,,,1.5419E+18,https://pbs.twimg.com/media/FWXv8u8WAAs0Gso.jpg,photo,,,,,,,2,2,https://twitter.com/Geraghty_Notill/status/1541902285835567105,,,,none,,,none,,FALSE,2011-09-29T09:56:06.000Z,FALSE,Developing Conservation Agriculture Systems. Own tweets. RTs not endorsement.,FALSE,FALSE,,0,324,,,805,,26,TRUE,FALSE,382003320,382003320,FALSE,FALSE,,12,"Tipperary, Ireland",82,,Geraghty Consulting,805,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,https://pbs.twimg.com/profile_banners/382003320/1441031109,,http://pbs.twimg.com/profile_images/638355011689447424/b9R9H991_normal.jpg,https://pbs.twimg.com/profile_images/638355011689447424/b9R9H991_normal.jpg,FFFFFF,DDEEF6,333333,TRUE,FALSE,FALSE,Geraghty_Notill,1128,,none,https://t.co/xt4G77BpCw,,FALSE,,8.17085E+17,Norman Dunne,maynoothfarmer,3354690562,ConservationAgEurope,ecaf_ca,2589328316,"Dept of Agriculture, Food and the Marine",agriculture_ie,1169220061,"Dept. Environment, Climate and Communications",Dept_ECC,2885085044,EU Agriculture🌱,EUAgri,1.21521E+18,Robbie Byrne,soildivil1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52898E+18,2022-05-24T06:19:24.000Z,30,"Asked about the new addition of ‘food sovereignty’ to his title, France’s new agriculture minister @MFesneau told @EURACTIV it was a sign of the willingness of both France &amp; Europe to ensure food security, both in quantity &amp; quality https://t.co/4KcNKbEU0I",,,,,,,,,,,,,,,,,,,,1.52898E+18,https://pbs.twimg.com/media/FTgK05LX0AAS47a.jpg,photo,,,,,,,3,11,https://twitter.com/NatashaFoote/status/1528983987347152896,,,,promotable_user,,,none,,FALSE,2019-11-06T08:18:26.000Z,FALSE,Agrifood reporter @EURACTIV & freelance moderator 🌱🌿🌳 drop me a line at natasha.foote@euractiv.com / natashafoote.freelance@gmail.com,FALSE,FALSE,,0,6568,,,4321,,1188,TRUE,TRUE,1.19199E+18,1.19199E+18,FALSE,FALSE,,68,,184,,Natasha Foote,4321,,F5F8FA,,,FALSE,,https://pbs.twimg.com/profile_banners/1191993203332960261/1651583247,,http://pbs.twimg.com/profile_images/1578660101975687171/LPTi1Pt3_normal.jpg,https://pbs.twimg.com/profile_images/1578660101975687171/LPTi1Pt3_normal.jpg,C0DEED,DDEEF6,333333,TRUE,FALSE,FALSE,NatashaFoote,2554,,none,,,TRUE,,606371561,Marc Fesneau,MFesneau,14808226,EURACTIV,EURACTIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4972E+18,2022-02-25T13:14:27.000Z,22,"🇪🇺#EUSpace

#Copernicus brings economic, social, environmental, and strategic benefits to Europe and its citizens

It has a strong remarkable socio-economic impact in

🌾Agriculture
🌲Forestry
🌫️Air quality
🏙️Urban monitoring
🌊Ocean
💡Renewable energy
🛢️Oil &amp; gas
💰Insurance https://t.co/D16C3ks8Ut",EUSpace,Copernicus,,,,,,,,,,,,,,,,,,1.4972E+18,https://pbs.twimg.com/media/FMcd7EmXsAYKQ5c.png,photo,,,,,,,1,7,https://twitter.com/CopernicusEU/status/1497198305197047830,,,,promotable_user,,,none,,FALSE,2012-11-29T15:46:16.000Z,FALSE,The Earth Observation component of the EU Space Programme,FALSE,FALSE,,0,86233,,,112634,,2175,TRUE,TRUE,978604706,978604706,FALSE,FALSE,,1773,Brussels,11085,,Copernicus EU,112634,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,https://pbs.twimg.com/profile_banners/978604706/1593587891,,http://pbs.twimg.com/profile_images/1267742982431744000/DIj4keRx_normal.jpg,https://pbs.twimg.com/profile_images/1267742982431744000/DIj4keRx_normal.jpg,FFFFFF,DDEEF6,333333,TRUE,FALSE,FALSE,CopernicusEU,75062,,none,https://t.co/6mgw4Q91jH,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46033E+18,2021-11-15T19:38:21.000Z,1,"How plant-based burgers stack up against meat burgers in #Protein quality 
https://t.co/LQU9LvgdC4
#Agriculture #Authors #Children #Colorado #Europe #European #FAO #Illinois #Nutrition #OlderPeople #Professor #Research #Teenagers #University #UniversityOfIllinois https://t.co/repXIxe7yR",Protein,Agriculture,Authors,Children,Colorado,Europe,European,FAO,Illinois,Nutrition,OlderPeople,Professor,Research,Teenagers,University,UniversityOfIllinois,,,,1.46033E+18,https://pbs.twimg.com/media/FEQjoInUcAEkne-.jpg,photo,,,,,,,0,0,https://twitter.com/MirageNewsCom/status/1460331353929486338,miragenews.com/how-plant-base…,https://www.miragenews.com/how-plant-based-burgers-stack-up-against-meat-673778/,https://t.co/LQU9LvgdC4,promotable_user,,,none,,FALSE,2015-04-11T13:00:06.000Z,FALSE,"It might sound like a mirage in the Australian media landscape, but https://t.co/Bqte5nekNL is a non-Murdoch, non-aligned, independent, real-time media platform",FALSE,FALSE,,0,0,,,907,,16,FALSE,FALSE,3149729430,3149729430,FALSE,FALSE,,54,Australia,349688,,Mirage News,907,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,TRUE,,https://pbs.twimg.com/profile_banners/3149729430/1613978471,,http://pbs.twimg.com/profile_images/1361136267589652480/q8Y_ikCG_normal.jpg,https://pbs.twimg.com/profile_images/1361136267589652480/q8Y_ikCG_normal.jpg,C0DEED,DDEEF6,333333,TRUE,FALSE,FALSE,MirageNewsCom,543154,,none,https://t.co/4fuKJ6AnNI,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45772E+18,2021-11-08T14:54:44.000Z,142,"#ImageOfTheDay

#MarMenor🇪🇸 is one of Europe's largest saltwater lagoons

➡The quality of its water is deteriorating due to #pollution from agriculture🚜🧑‍🌾

Significant measures are being implemented for its environmental regeneration♻️

⬇️Recent #Copernicus #Sentinel2 🇪🇺🛰️ view https://t.co/QgVKg0i8Dd",ImageOfTheDay,MarMenor,pollution,Copernicus,Sentinel2,,,,,,,,,,,,,,,1.45772E+18,https://pbs.twimg.com/media/FDrflEzXoAM3wlB.jpg,photo,,,,,,,6,75,https://twitter.com/defis_eu/status/1457723265506480132,,,,promotable_user,,,none,,FALSE,2020-01-20T11:40:19.000Z,FALSE,@EU_Commission Directorate-General for Defence Industry and Space l DG DEFIS See also Commissioner @ThierryBreton  #EUSpace #EUDefenceIndustry,FALSE,FALSE,,0,20176,,,22401,,1760,TRUE,TRUE,1.21922E+18,1.21922E+18,FALSE,FALSE,,340,European Union,4032,,🇪🇺 DG DEFIS #StrongerTogether,22401,,F5F8FA,,,FALSE,,https://pbs.twimg.com/profile_banners/1219222929743007744/1646056669,,http://pbs.twimg.com/profile_images/1234868909473456128/Vg4xutDA_normal.jpg,https://pbs.twimg.com/profile_images/1234868909473456128/Vg4xutDA_normal.jpg,C0DEED,DDEEF6,333333,TRUE,FALSE,FALSE,defis_eu,20483,,none,https://t.co/BluZuLjM9Z,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4366E+18,2021-09-11T07:55:55.000Z,54,"The ugly reality behind the ""traditional, quality and sustainable agriculture production"" propaganda that Europe is saturated with. https://t.co/arYbZrsM4G",,,,,,,,,,,,,,,,,,,,1.4366E+18,,,,,,,,,2,21,https://twitter.com/ArielBrunner/status/1436599370053476352,theguardian.com/world/2021/sep…,https://www.theguardian.com/world/2021/sep/10/prosecco-protesters-rise-up-against-ruthless-expansion-of-italian-winemakers?CMP=Share_AndroidApp_Other,https://t.co/arYbZrsM4G,promotable_user,,,none,,FALSE,2013-01-14T09:12:11.000Z,FALSE,Senior Head of Policy @BirdLifeEurope,FALSE,FALSE,,0,7282,,,5511,,1311,FALSE,TRUE,1088488688,1088488688,FALSE,FALSE,,149,Brussels,305,,Ariel Brunner🇺🇦,5511,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,https://pbs.twimg.com/profile_banners/1088488688/1358245588,,http://pbs.twimg.com/profile_images/3111815378/9c2fc1be6d69836bfabd10ea0733c63a_normal.png,https://pbs.twimg.com/profile_images/3111815378/9c2fc1be6d69836bfabd10ea0733c63a_normal.png,FFFFFF,DDEEF6,333333,TRUE,FALSE,FALSE,ArielBrunner,26103,,none,https://t.co/2KpncIZm65,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
